date,time,latitude,longitude,city,weather_condition,road_condition,severity,contributing_factor,traffic_condition,vehicle_type,age,gender
6/25/2005,8:45 AM,41.91142,112.97964,Bahaodi,rainy,wet,high,speeding,moderate,truck,68,Male
10/6/2011,10:31 AM,7.75,-61,Sierra Imataca,rainy,icy,medium,speeding,heavy,SUV,89,Female
6/30/2020,11:23 PM,13.2648001,123.4665442,Saaban,snowy,snowy,low,weather conditions,heavy,truck,83,Male
12/10/2002,1:30 PM,43.8322875,25.9534752,Zlataritsa,cloudy,snowy,low,speeding,heavy,SUV,41,Male
11/6/2011,8:46 PM,50.9129256,16.432166,Jaworzyna Śląska,rainy,icy,high,speeding,moderate,SUV,54,Agender
11/28/2001,10:20 PM,-6.3323352,105.8671954,Janaka,rainy,snowy,high,weather conditions,light,truck,19,Male
8/21/2013,6:23 PM,64.5950323,30.6115492,Kostomuksha,snowy,dry,medium,distracted driving,moderate,SUV,56,Genderfluid
3/8/2010,11:50 AM,41.833253,20.974874,Чегране,sunny,dry,high,weather conditions,moderate,motorcycle,55,Female
3/21/2001,7:32 AM,0.2070254,32.5401025,Kajansi,snowy,dry,medium,distracted driving,light,sedan,55,Female
4/19/2009,8:30 AM,49.9396574,16.9280562,Bludov,sunny,snowy,low,distracted driving,moderate,sedan,49,Agender
9/7/2019,11:11 PM,49.5474598,16.2620907,Ždánice,rainy,wet,medium,weather conditions,light,SUV,44,Female
11/17/2002,2:27 PM,-4.722383,104.447701,Kasui,cloudy,snowy,low,distracted driving,heavy,SUV,89,Female
2/7/2011,9:00 AM,39.953041,116.371207,Zhongying,rainy,snowy,high,weather conditions,moderate,SUV,40,Female
12/24/2022,9:37 AM,30.7998721,103.8280655,Huwei,sunny,wet,high,weather conditions,heavy,sedan,92,Female
4/15/2008,10:18 PM,7.6488023,-73.2116953,Cáchira,rainy,dry,high,weather conditions,moderate,sedan,22,Female
9/17/2009,1:33 AM,12.0308987,39.0476298,Lalībela,snowy,dry,medium,distracted driving,moderate,truck,89,Female
8/22/2021,2:44 AM,12.530434,122.287602,Romblon,snowy,snowy,high,weather conditions,heavy,motorcycle,46,Male
11/16/2007,12:13 AM,52.1350237,83.3181593,Ust’-Kalmanka,cloudy,icy,low,distracted driving,light,truck,37,Male
6/1/2001,1:50 AM,41.270347,123.174325,Baita,snowy,icy,low,distracted driving,heavy,motorcycle,98,Female
11/30/2000,1:59 AM,-9.6277897,-74.9749415,Yuyapichis,rainy,wet,low,speeding,light,motorcycle,80,Male
10/16/2005,10:22 PM,51.4617501,20.9131216,Przytyk,sunny,snowy,medium,distracted driving,moderate,sedan,73,Female
4/19/2002,8:18 AM,39.937881,116.4080926,Xiaomian,snowy,icy,high,speeding,moderate,truck,32,Male
3/31/2021,7:03 PM,52.7815,20.11774,Raciąż,snowy,dry,medium,weather conditions,heavy,sedan,20,Female
12/29/2014,3:31 PM,5.3673999,10.417181,Bandjoun,rainy,icy,medium,distracted driving,heavy,motorcycle,46,Female
9/26/2007,3:44 AM,57.6439405,11.9021049,Västra Frölunda,cloudy,snowy,high,distracted driving,light,truck,34,Male
5/28/2001,10:14 PM,15.461001,120.465946,Villa Aglipay,cloudy,snowy,low,distracted driving,light,sedan,80,Female
8/25/2014,2:29 AM,54.9257823,20.3700368,Roshchino,snowy,dry,high,distracted driving,light,SUV,79,Female
9/18/2002,7:10 PM,31.191952,121.472429,Luwan,rainy,wet,high,distracted driving,light,motorcycle,86,Male
5/13/2004,8:18 PM,-8.7080752,115.1808171,Banjar Bali,cloudy,snowy,low,distracted driving,heavy,truck,89,Male
3/11/2002,2:51 PM,53.6808257,16.9312789,Czarne,snowy,icy,medium,weather conditions,heavy,sedan,69,Male
11/12/2013,5:22 AM,41.1071733,-80.5993854,Youngstown,rainy,wet,high,weather conditions,light,SUV,38,Male
11/22/2007,4:03 AM,-8.2202049,111.4708135,Barang,snowy,snowy,low,weather conditions,heavy,sedan,60,Agender
11/17/2000,2:43 PM,59.5336088,18.0725818,Vallentuna,snowy,icy,high,weather conditions,moderate,truck,93,Female
8/3/2018,2:06 PM,-22.2528986,-45.7049987,Santa Rita do Sapucaí,cloudy,icy,high,distracted driving,light,sedan,24,Female
3/22/2017,5:52 AM,3.6020791,98.4683053,Bantawora,rainy,wet,low,speeding,heavy,motorcycle,39,Male
1/28/2019,6:33 PM,31.220367,121.424624,Changning,snowy,snowy,low,distracted driving,light,truck,52,Female
4/13/2017,7:43 AM,38.6502909,-9.2157735,Funchalinho,cloudy,wet,high,distracted driving,heavy,sedan,73,Female
11/17/2011,2:27 AM,40.5742298,48.3896404,Aghsu,rainy,dry,medium,weather conditions,moderate,truck,25,Polygender
4/18/2016,8:06 AM,44.8245862,19.771335,Platičevo,cloudy,icy,medium,distracted driving,light,motorcycle,34,Male
4/18/2015,1:44 AM,50.0873009,16.4652007,Žamberk,sunny,icy,medium,weather conditions,light,SUV,91,Male
8/18/2010,8:28 AM,52.9718428,63.1128326,Rudnyy,snowy,snowy,medium,weather conditions,heavy,sedan,28,Female
4/18/2020,6:08 AM,-7.783297,110.363649,Jetis,snowy,icy,high,speeding,light,motorcycle,70,Male
1/11/2006,11:07 AM,36.8173373,24.5599015,Kímolos,sunny,wet,medium,speeding,light,SUV,58,Female
4/22/2001,3:29 PM,50.2650642,18.9033756,Ruda Śląska,snowy,dry,low,distracted driving,light,truck,29,Male
5/12/2020,11:59 AM,47.8024242,3.3671862,Chaumont,cloudy,icy,medium,speeding,moderate,SUV,79,Polygender
12/28/2021,12:37 PM,-6.5114699,106.8325872,Nanggewer,snowy,wet,low,speeding,light,sedan,51,Male
10/3/2008,10:35 AM,-12.3483286,-75.7872919,Laraos,snowy,icy,medium,speeding,moderate,motorcycle,76,Female
11/16/2002,12:58 AM,45.8299686,-64.2092372,Amherst,sunny,dry,medium,distracted driving,light,motorcycle,51,Male
8/23/2018,3:41 AM,8.6899208,6.663812,Lapai,rainy,wet,low,speeding,light,truck,76,Agender
7/18/2005,10:43 PM,-26.424537,-49.5483671,Rio Negrinho,cloudy,icy,medium,distracted driving,heavy,truck,80,Genderfluid
6/15/2014,1:01 PM,36.1473783,136.1682227,Fukui-shi,cloudy,wet,medium,speeding,light,truck,82,Female
12/19/2009,9:53 AM,22.5505556,114.4913889,Dapeng,snowy,dry,high,distracted driving,moderate,sedan,45,Male
11/12/2000,10:08 AM,39.353118,-9.1143068,A dos Negros,snowy,wet,medium,speeding,light,motorcycle,95,Male
2/18/2012,5:43 PM,14.6214687,-90.8066537,Parramos,rainy,wet,low,distracted driving,heavy,SUV,20,Male
3/29/2018,1:04 PM,11.4693878,123.1476046,Estancia,rainy,wet,low,speeding,light,SUV,65,Male
5/9/2005,4:06 PM,33.423357,109.152893,Zhen’an,rainy,icy,medium,speeding,light,truck,98,Male
8/23/2012,12:07 PM,39.6352297,-8.6888467,Cova da Iria,rainy,snowy,low,weather conditions,light,motorcycle,41,Male
7/7/2018,6:34 AM,50.109938,30.6298846,Obukhiv,rainy,wet,low,weather conditions,heavy,truck,81,Male
6/13/2018,8:53 PM,1.805165,-75.88834,Acevedo,sunny,dry,medium,weather conditions,heavy,SUV,55,Female
7/4/2018,10:43 AM,9.9817261,122.5356326,Masaling,cloudy,dry,high,weather conditions,light,SUV,97,Male
3/13/2005,9:17 AM,51.4174879,18.0755564,Doruchów,sunny,wet,high,weather conditions,moderate,SUV,52,Male
5/17/2012,9:51 AM,31.688228,105.570955,Tianxingchang,snowy,snowy,low,speeding,light,SUV,75,Male
3/11/2002,4:28 AM,10.7164071,123.37862,Bugang,cloudy,snowy,high,weather conditions,moderate,truck,31,Female
6/28/2007,10:33 PM,-14.27079,-69.567879,Patambuco,sunny,dry,low,speeding,heavy,truck,85,Female
6/24/2015,3:23 AM,38.7432706,-9.3719884,Manique,rainy,dry,medium,distracted driving,heavy,truck,30,Bigender
12/23/2011,3:29 PM,36.438167,-105.547392,Pueblo Nuevo,cloudy,wet,low,speeding,light,truck,51,Male
5/21/2009,6:59 PM,65.6043277,25.2073848,Kuivaniemi,snowy,snowy,medium,speeding,light,motorcycle,54,Male
1/20/2004,5:01 AM,0.0514721,37.6456042,Meru,sunny,wet,medium,speeding,moderate,truck,82,Male
10/22/2014,3:18 PM,43.6167208,3.8299106,Montpellier,snowy,icy,high,distracted driving,heavy,sedan,91,Female
5/4/2021,2:01 PM,42.1119268,44.9672863,T’ianet’i,snowy,snowy,medium,speeding,moderate,sedan,40,Female
1/19/2007,6:26 PM,26.604594,106.724426,Yunyan,snowy,snowy,high,speeding,moderate,SUV,95,Male
1/15/2011,3:00 AM,-6.3007596,106.8329412,Oelui,sunny,snowy,high,speeding,light,SUV,29,Female
6/13/2020,4:00 AM,6.639497,-73.287406,Galán,rainy,icy,medium,distracted driving,moderate,sedan,31,Female
9/17/2012,8:27 AM,31.568311,83.872813,Tongzhong,snowy,icy,high,distracted driving,light,truck,29,Female
11/20/2004,6:36 PM,14.3283582,120.9772289,Kauit,rainy,icy,low,speeding,moderate,truck,96,Female
11/4/2012,9:36 AM,17.7434868,121.7376392,Iguig,sunny,icy,low,weather conditions,heavy,SUV,55,Female
12/1/2013,3:02 AM,-6.9957759,112.5677183,Asempapak,rainy,icy,medium,distracted driving,light,sedan,61,Male
2/27/2022,5:05 AM,-8.4774,115.597,Banjar Timbrah,sunny,dry,medium,distracted driving,heavy,SUV,93,Female
5/18/2000,4:19 AM,51.5047917,21.2618048,Jastrzębia,rainy,snowy,low,weather conditions,moderate,motorcycle,69,Agender
7/5/2017,3:24 AM,17.8200009,120.4544261,Cabugao,rainy,snowy,low,distracted driving,heavy,motorcycle,44,Female
2/1/2006,2:16 AM,-0.1432752,31.6054893,Bukomansimbi,rainy,wet,high,weather conditions,heavy,SUV,72,Female
6/21/2001,9:11 PM,-22.9106154,44.5266466,Sakaraha,rainy,icy,low,distracted driving,moderate,motorcycle,56,Female
9/16/2005,10:04 PM,78.221061,15.6469321,Longyearbyen,cloudy,icy,medium,distracted driving,heavy,SUV,30,Male
11/14/2005,9:29 PM,14.1560521,-88.0363086,Marcala,rainy,snowy,high,speeding,light,motorcycle,50,Male
4/25/2012,8:08 PM,40.6898292,22.858794,Diavatá,snowy,dry,low,weather conditions,light,SUV,69,Male
4/23/2015,3:56 AM,-7.7018672,112.548349,Pacet,sunny,icy,high,speeding,heavy,truck,60,Female
7/19/2005,5:49 PM,43.1023643,40.618282,Gudauta,sunny,snowy,medium,distracted driving,moderate,SUV,56,Female
3/17/2013,4:12 AM,-9.1472165,-77.7267877,Hongos,cloudy,snowy,low,speeding,moderate,truck,91,Male
4/18/2022,4:22 AM,56.8744773,16.6629189,Borgholm,cloudy,icy,medium,weather conditions,moderate,sedan,58,Male
9/14/2009,12:51 AM,1.6480399,14.5742675,Sémbé,snowy,wet,low,speeding,moderate,sedan,34,Male
12/21/2010,11:06 PM,-33.6815281,-70.9853968,El Monte,rainy,snowy,high,weather conditions,heavy,truck,84,Female
2/6/2008,2:44 AM,-8.7287229,117.666952,Maronge,cloudy,dry,medium,distracted driving,light,sedan,84,Male
6/16/2002,12:42 AM,47.0165054,-68.1430064,Stockholm,sunny,snowy,low,speeding,moderate,sedan,24,Female
1/23/2015,5:45 AM,54.7180477,18.4086339,Puck,snowy,wet,medium,speeding,heavy,truck,18,Polygender
8/7/2013,4:23 PM,-25.4645818,-56.013851,Caaguazú,sunny,snowy,medium,weather conditions,heavy,truck,72,Female
8/15/2013,4:38 PM,26.480043,113.778639,Xiayang,cloudy,icy,low,distracted driving,heavy,sedan,69,Bigender
5/2/2009,6:30 AM,-9.7028,119.4717,Toupopu,sunny,snowy,high,weather conditions,heavy,sedan,49,Male
8/16/2016,4:29 PM,22.396428,114.109497,Hong Kong,rainy,wet,medium,distracted driving,heavy,truck,52,Female
12/27/2022,3:47 PM,40.8123781,49.4656047,Şuraabad,cloudy,dry,high,speeding,heavy,sedan,61,Female
11/22/2014,10:37 PM,53.7423435,-8.6346959,Castlerea,sunny,snowy,low,speeding,light,truck,68,Female
8/25/2017,1:02 PM,49.7720225,4.7201792,Charleville-Mézières,cloudy,dry,low,speeding,heavy,truck,52,Male
1/3/2004,11:01 AM,31.31913,34.34005,‘Abasān al Kabīrah,snowy,icy,medium,distracted driving,heavy,sedan,23,Female
5/2/2000,12:21 PM,51.0177556,21.5418795,Bałtów,sunny,icy,medium,distracted driving,light,motorcycle,31,Agender
1/11/2017,5:39 AM,39.1372748,111.6717568,Yiqi,sunny,wet,low,distracted driving,moderate,SUV,23,Genderqueer
12/22/2010,8:07 PM,-5.387502,26.9911288,Kongolo,rainy,icy,medium,distracted driving,moderate,SUV,99,Male
1/30/2020,2:34 AM,10.4009358,106.22868,Châu Thành,sunny,icy,medium,distracted driving,light,motorcycle,72,Female
7/2/2001,8:30 AM,43.5773738,3.8189307,Saint-Jean-de-Védas,snowy,icy,high,speeding,heavy,SUV,94,Female
2/1/2019,1:30 PM,14.63333,-16.23333,Tiébo,rainy,icy,medium,distracted driving,moderate,motorcycle,55,Male
5/6/2005,7:08 PM,0.8639157,-77.5529475,Córdoba,sunny,wet,low,distracted driving,heavy,sedan,45,Male
9/21/2021,12:43 PM,15.2256074,100.6599899,Nong Muang,cloudy,icy,medium,speeding,moderate,truck,90,Male
8/29/2006,12:56 AM,-23.611227,-46.668872,Piuí,snowy,snowy,medium,distracted driving,heavy,truck,36,Male
5/3/2007,2:55 PM,14.43201,46.15435,Khawrah,cloudy,wet,high,distracted driving,heavy,truck,46,Male
4/25/2020,7:09 PM,39.574695,113.28303,Zhenziliang,rainy,dry,high,speeding,light,SUV,93,Male
8/17/2005,7:04 PM,-6.2241971,106.8281984,Genang,snowy,snowy,high,weather conditions,moderate,sedan,27,Female
3/17/2015,2:07 PM,57.7051896,11.9006932,Göteborg,sunny,snowy,low,distracted driving,moderate,truck,63,Female
5/17/2000,1:29 AM,22.671042,113.823131,Fuyong,cloudy,wet,low,speeding,light,SUV,99,Female
2/3/2015,6:46 PM,-19.156561,-65.267799,Yotala,cloudy,wet,medium,weather conditions,heavy,SUV,72,Male
8/9/2015,7:36 AM,9.5887428,123.7337859,Doljo,snowy,dry,medium,distracted driving,moderate,SUV,73,Female
7/26/2021,1:14 AM,28.821772,90.047034,Ralung,sunny,dry,high,distracted driving,light,sedan,83,Male
11/4/2012,3:00 AM,12.78987,45.00244,Al Ma‘allā’,snowy,snowy,high,weather conditions,light,SUV,85,Female
2/16/2019,3:47 AM,58.5355022,25.4666818,Suure-Jaani,snowy,snowy,low,weather conditions,light,sedan,97,Female
11/11/2005,8:31 PM,56.8134441,13.9368114,Ljungby,rainy,snowy,medium,distracted driving,light,motorcycle,19,Female
12/3/2006,3:32 AM,-16.3607933,-71.5438952,Ramón Castilla,rainy,wet,high,distracted driving,light,motorcycle,49,Female
10/5/2007,11:09 PM,40.2365225,-8.5110798,São João do Campo,snowy,snowy,medium,weather conditions,light,motorcycle,25,Female
3/16/2000,5:38 PM,-2.5063808,115.1296249,Babirik,sunny,wet,medium,distracted driving,heavy,motorcycle,25,Female
8/1/2011,9:07 AM,25.6564843,-100.3694401,Del Valle,sunny,snowy,medium,speeding,light,motorcycle,86,Male
9/2/2003,11:17 PM,42.58063,20.31619,Strellc i Ulët,rainy,wet,medium,distracted driving,light,truck,90,Female
6/12/2017,11:28 PM,54.8953858,27.7599272,Dokshytsy,snowy,dry,medium,distracted driving,light,motorcycle,43,Female
11/28/2006,8:42 PM,49.1169513,101.449837,Rashaant,snowy,snowy,low,speeding,moderate,sedan,26,Male
6/22/2019,4:15 AM,59.6117063,13.4504935,Deje,sunny,icy,low,weather conditions,moderate,sedan,53,Male
11/10/2017,9:02 PM,-6.9917588,111.2785407,Bradag,sunny,wet,high,speeding,light,sedan,67,Female
11/27/2022,7:44 PM,52.1972058,5.996755,Apeldoorn,snowy,snowy,high,weather conditions,light,motorcycle,46,Female
7/3/2002,7:25 AM,24.3154419,109.3656914,Liugong,sunny,dry,low,weather conditions,moderate,motorcycle,73,Male
9/27/2005,3:20 AM,38.30647,28.266799,Ovacik,cloudy,wet,high,speeding,heavy,truck,65,Male
11/21/2019,4:56 AM,-21.6733002,-49.7471388,Lins,sunny,dry,low,speeding,light,SUV,78,Female
4/22/2021,4:42 PM,33.32836,35.92144,Mazra‘at Bayt Jinn,sunny,dry,medium,distracted driving,light,sedan,85,Female
10/20/2011,1:48 AM,-8.2439141,114.3727687,Sobo,snowy,icy,low,weather conditions,light,motorcycle,64,Female
12/3/2003,3:58 PM,34.2307023,37.2383506,Al Qaryatayn,cloudy,snowy,medium,speeding,light,motorcycle,73,Male
12/11/2007,1:47 AM,49.9594627,15.9105476,Hrochův Týnec,rainy,icy,high,distracted driving,moderate,SUV,19,Male
2/15/2011,3:05 AM,37.9773385,140.1850334,Kameoka,sunny,wet,low,distracted driving,heavy,motorcycle,81,Male
7/30/2011,10:37 AM,15.7193344,-86.9173327,El Pino,rainy,dry,low,weather conditions,light,SUV,80,Female
12/27/2013,9:56 PM,-21.7699268,-43.3309142,Juiz de Fora,sunny,wet,medium,speeding,moderate,truck,28,Female
7/12/2018,7:43 AM,30.3312397,120.1534039,Shixiang,snowy,icy,high,weather conditions,heavy,truck,78,Male
6/21/2002,6:07 AM,51.1347637,133.0393804,Chegdomyn,cloudy,snowy,low,speeding,light,SUV,73,Male
12/24/2004,5:51 PM,27.223071,103.7893123,Zhaobei,rainy,dry,high,weather conditions,moderate,truck,29,Female
12/25/2014,11:37 PM,-6.9561846,113.9883465,Jandir,cloudy,snowy,medium,speeding,light,motorcycle,34,Female
12/20/2016,12:48 AM,50.0427687,15.8099824,Pardubice,snowy,icy,medium,distracted driving,moderate,truck,50,Male
8/29/2015,7:09 AM,31.032243,121.227747,Songjiang,rainy,snowy,low,distracted driving,heavy,sedan,58,Female
8/4/2002,10:31 AM,-11.8887963,-75.2865498,Quichuay,rainy,icy,low,weather conditions,heavy,SUV,69,Female
2/18/2010,6:03 PM,-6.96661,111.7018452,Bangilan,cloudy,icy,high,speeding,heavy,SUV,84,Female
10/20/2000,8:47 AM,-17.1468375,-46.9028375,Paracatu,cloudy,wet,medium,weather conditions,heavy,truck,61,Male
12/10/2020,4:02 AM,36.608183,101.808485,Lianhe,rainy,snowy,low,speeding,heavy,motorcycle,77,Female
9/26/2017,12:36 PM,41.4037275,-7.8500816,Bilhó,cloudy,icy,low,distracted driving,light,sedan,42,Female
12/21/2012,2:58 AM,-10.1602312,123.5937933,Oeba,sunny,snowy,high,speeding,heavy,truck,50,Female
9/11/2007,9:29 PM,30.199688,110.674706,Wufeng,snowy,snowy,medium,distracted driving,light,motorcycle,54,Male
1/16/2002,10:32 PM,51.976466,21.215337,Góra Kalwaria,rainy,dry,low,distracted driving,heavy,sedan,18,Female
10/17/2014,2:11 PM,45.4815563,4.3637137,Saint-Étienne,cloudy,snowy,high,speeding,heavy,motorcycle,35,Polygender
11/1/2002,9:37 AM,52.5725229,16.39454,Koźle,sunny,snowy,low,speeding,light,sedan,22,Female
9/10/2009,2:30 AM,6.8437702,125.2413578,Bansalan,cloudy,dry,high,weather conditions,moderate,SUV,74,Genderqueer
5/18/2008,4:16 AM,50.1218351,18.3198228,Raszczyce,cloudy,wet,medium,distracted driving,light,motorcycle,23,Male
2/28/2004,1:40 AM,36.0802326,-86.8320743,Nashville,cloudy,snowy,medium,distracted driving,moderate,motorcycle,54,Female
4/6/2007,5:31 AM,22.481274,113.217762,Da’ao,rainy,snowy,high,weather conditions,light,motorcycle,81,Female
9/16/2007,9:29 PM,-7.7514362,110.4162931,Gebang,snowy,icy,high,speeding,light,sedan,77,Male
3/29/2012,1:58 AM,23.701262,117.430061,Dongshe,sunny,wet,low,distracted driving,light,truck,52,Female
6/1/2017,8:13 AM,39.8474574,-8.8886377,Gândara de Aquém,cloudy,icy,low,speeding,heavy,sedan,50,Male
11/22/2022,6:42 PM,39.9831117,-75.1150466,Xinying,rainy,dry,high,speeding,heavy,motorcycle,38,Female
6/27/2020,11:12 PM,9.2828806,-83.540208,San Pedro,snowy,wet,medium,speeding,moderate,motorcycle,91,Male
5/9/2010,3:37 PM,57.033151,22.7767899,Kandava,sunny,snowy,medium,distracted driving,light,SUV,44,Male
7/14/2002,11:30 PM,-7.2947788,110.3427968,Jambu,rainy,snowy,high,weather conditions,light,motorcycle,25,Male
5/16/2004,9:53 AM,57.6055534,12.2028691,Lindome,sunny,dry,low,weather conditions,light,truck,88,Male
7/26/2021,1:39 PM,61.228665,14.040054,Älvdalen,sunny,wet,medium,distracted driving,heavy,SUV,24,Male
8/22/2013,6:42 PM,4.870121,-75.62239,Santa Rosa de Cabal,cloudy,icy,medium,speeding,moderate,SUV,41,Male
8/3/2018,10:57 PM,15.016667,-85.75,El Rancho,rainy,dry,high,speeding,light,SUV,33,Female
4/6/2001,8:47 AM,-33.8780645,18.5748049,Cradock,rainy,wet,medium,distracted driving,moderate,motorcycle,54,Female
7/18/2009,5:14 AM,30.402167,112.899762,Qianjiang,sunny,wet,high,speeding,light,motorcycle,80,Male
9/24/2013,4:14 AM,-27.581232,-58.7426968,Laguna Limpia,sunny,dry,medium,distracted driving,light,SUV,61,Male
4/28/2011,1:20 AM,9.939624,126.065213,San Isidro,snowy,snowy,medium,weather conditions,heavy,motorcycle,70,Female
4/26/2001,10:39 AM,-23.5113691,-46.872942,Barueri,cloudy,icy,medium,speeding,heavy,SUV,89,Female
9/21/2017,1:14 PM,-12.6010371,-38.965934,Cachoeira,sunny,icy,low,weather conditions,light,motorcycle,34,Female
8/4/2021,2:18 PM,41.1572852,-8.434873,Recarei,cloudy,snowy,low,distracted driving,moderate,sedan,54,Female
10/4/2012,3:34 AM,37.9909201,140.1660258,Funabashi,cloudy,wet,medium,distracted driving,heavy,sedan,71,Male
9/25/2005,4:14 PM,18.3417854,-99.5171206,Las Palmas,sunny,icy,high,weather conditions,moderate,sedan,92,Female
3/18/2007,2:40 AM,-34.6698749,-58.5616502,Florencio Varela,snowy,snowy,medium,distracted driving,heavy,motorcycle,18,Agender
8/12/2014,5:49 PM,10.8026827,105.1960795,Tân Châu,cloudy,wet,medium,weather conditions,heavy,motorcycle,21,Agender
6/11/2003,8:39 AM,49.7722369,20.506072,Krosno,cloudy,wet,low,speeding,heavy,motorcycle,91,Female
9/4/2011,7:49 PM,31.236833,121.532286,Dongfeng,cloudy,icy,high,distracted driving,moderate,truck,37,Female
2/10/2019,2:42 PM,26.512298,119.065936,Tingping,rainy,dry,low,distracted driving,heavy,truck,35,Male
10/21/2001,9:24 AM,-31.3258489,-64.2874506,Las Varillas,rainy,snowy,high,speeding,light,SUV,63,Male
3/2/2018,11:17 AM,46.7306768,29.9803379,Kuchurhan,rainy,wet,low,distracted driving,moderate,sedan,33,Female
6/5/2011,12:33 PM,57.5334964,15.9897014,Hultsfred,rainy,wet,medium,speeding,light,SUV,37,Male
1/1/2005,1:51 AM,46.4214581,33.1462635,Brylivka,rainy,icy,high,speeding,heavy,SUV,98,Male
7/16/2007,4:46 AM,-2.6810841,32.9916478,Usagara,rainy,dry,low,weather conditions,light,motorcycle,25,Male
2/15/2001,6:59 AM,54.6192996,39.8560057,Ryazan’,snowy,icy,high,distracted driving,light,truck,92,Female
12/29/2001,12:10 PM,41.8214682,-7.4930317,Agrela,snowy,icy,low,speeding,moderate,SUV,72,Female
6/20/2017,2:30 PM,16.9334683,121.7587348,Balas,snowy,icy,high,weather conditions,moderate,SUV,92,Female
2/22/2022,9:53 PM,32.085094,35.180832,Salfīt,snowy,wet,low,distracted driving,heavy,sedan,27,Female
8/3/2021,10:38 PM,47.801401,121.293284,Nanmu,sunny,snowy,high,distracted driving,heavy,SUV,62,Female
6/7/2009,9:49 PM,49.7821352,23.6611306,Horodok,sunny,dry,high,distracted driving,moderate,SUV,66,Male
6/10/2016,4:47 PM,53.5834008,-6.1349155,Skerries,sunny,wet,medium,speeding,light,motorcycle,57,Female
4/2/2002,9:57 PM,32.890704,35.40461,Maghār,sunny,dry,medium,weather conditions,heavy,sedan,19,Female
12/5/2010,6:26 PM,29.67832,109.144929,Gaoleshan,sunny,dry,high,weather conditions,moderate,motorcycle,89,Female
4/9/2001,9:07 PM,24.874132,118.675675,Qianzhou,sunny,icy,low,distracted driving,heavy,SUV,29,Female
10/25/2003,4:41 PM,-7.590458,109.1077389,Keleng,sunny,wet,medium,speeding,heavy,sedan,49,Female
9/20/2003,2:56 PM,11.5358447,124.4553581,Biliran,sunny,icy,high,distracted driving,moderate,SUV,23,Male
12/7/2004,11:35 AM,-26.2396883,28.3217259,Heidelberg,snowy,wet,low,distracted driving,light,truck,47,Male
6/21/2006,9:14 AM,16.237173,-61.528372,Pointe-à-Pitre,snowy,dry,high,distracted driving,moderate,motorcycle,73,Female
3/22/2018,10:29 AM,-25.2076148,25.6805868,Lobatse,cloudy,dry,high,distracted driving,heavy,SUV,90,Female
4/28/2009,10:21 AM,41.561877,108.925428,Bayan Hure,rainy,icy,medium,distracted driving,moderate,motorcycle,25,Female
9/1/2013,9:19 PM,-34.8234058,-58.187517,General Belgrano,snowy,snowy,low,distracted driving,moderate,SUV,77,Female
5/7/2022,8:24 AM,-7.1143481,-78.8226909,San Pablo,cloudy,icy,high,distracted driving,light,truck,19,Male
12/16/2017,8:09 PM,-20.6405825,-65.2070534,Camargo,sunny,icy,low,weather conditions,moderate,sedan,97,Male
10/23/2005,6:11 PM,39.982718,117.078294,Sanhe,sunny,wet,high,weather conditions,moderate,truck,71,Female
10/15/2005,8:02 PM,41.2681051,-8.308171,Engenho,cloudy,dry,high,weather conditions,light,SUV,96,Female
8/24/2019,2:38 AM,50.667396,3.0751792,Marcq-en-Barœul,cloudy,wet,medium,distracted driving,moderate,SUV,19,Male
4/6/2004,3:29 AM,6.7205676,11.2580472,Gembu,cloudy,snowy,high,speeding,heavy,SUV,54,Male
3/30/2006,7:17 AM,13.60422,44.98578,Ḩabīl al Jabr,snowy,icy,high,weather conditions,heavy,SUV,52,Female
10/7/2011,2:55 AM,61.228665,14.040054,Älvdalen,rainy,wet,low,distracted driving,light,SUV,33,Bigender
1/15/2006,11:32 PM,11.171783,-70.620384,Capatárida,sunny,snowy,medium,weather conditions,light,truck,21,Female
9/3/2017,4:17 PM,5.623505,10.2544044,Mbouda,sunny,dry,high,weather conditions,light,motorcycle,21,Male
4/2/2012,12:06 PM,-7.811056,108.438797,Sindangsari,cloudy,snowy,medium,speeding,heavy,sedan,66,Genderqueer
4/13/2021,3:03 PM,47.2457073,-122.4773432,Tacoma,snowy,snowy,low,speeding,moderate,SUV,64,Female
8/6/2013,4:30 AM,16.4543173,97.6439611,Mawlamyine,sunny,icy,medium,distracted driving,light,SUV,43,Male
4/12/2021,3:25 AM,37.489877,117.509921,Huimin,sunny,icy,high,speeding,light,sedan,92,Polygender
7/14/2000,8:57 PM,15.4659235,120.6847286,Amucao,snowy,wet,low,speeding,light,motorcycle,50,Female
9/16/2015,5:27 AM,8.070619,22.3948737,Ouadda,sunny,snowy,high,distracted driving,light,SUV,53,Female
11/17/2022,3:56 AM,-12.2179111,-76.5148607,Olleros,cloudy,snowy,high,weather conditions,moderate,motorcycle,23,Female
2/14/2012,5:34 AM,54.2866841,48.2335118,Ulyanovsk,rainy,icy,high,distracted driving,light,truck,42,Female
1/17/2016,7:14 AM,30.723066,121.245717,Yaqian,rainy,wet,high,distracted driving,light,motorcycle,31,Male
6/19/2012,7:41 AM,52.1565353,46.9612179,Sennoy,sunny,wet,low,distracted driving,heavy,sedan,91,Male
10/10/2015,3:08 AM,56.166667,107.433333,Magistral’nyy,snowy,wet,medium,speeding,heavy,SUV,96,Female
8/30/2003,1:57 PM,22.3825415,-80.847466,Aguada de Pasajeros,rainy,dry,medium,speeding,heavy,motorcycle,63,Male
